skill_id,project_stage,project_task,skill_name,n_experts,usage_mean,usage_median,usage_sd,usage_min,usage_max,difficulty_mean,difficulty_median,difficulty_sd,difficulty_min,difficulty_max,weight_mean,weight_median,weight_sd,weight_min,weight_max,weight_range,consensus_level
17,Design,Database model,Relational Database,15,3.2,3,0.9411239481143202,1,5,3.2666666666666666,3,0.8837151016885368,1,4,10.933333333333334,12,4.6208636587093705,1,20,19,Moderate
18,Design,Database model,XML/XPath,15,2.6666666666666665,3,0.7237468644557459,2,4,4.466666666666667,5,0.6399404734221844,3,5,11.866666666666667,10,3.5830287799702694,8,20,12,Moderate
19,Design,UI model,+App templates,15,4.066666666666666,4,0.8837151016885368,3,5,1.6666666666666667,2,0.7237468644557459,1,3,6.6,6,3.1121880222303866,4,15,11,Moderate
20,Design,UI model,+Business Data Types,15,4.066666666666666,4,0.9611501047232549,2,5,2,2,0.8451542547285166,1,4,8.133333333333333,6,4.356713483917939,4,20,16,Moderate
21,Design,UI model,+Screen Templates,15,3.933333333333333,4,1.0327955589886446,2,5,1.6,2,0.6324555320336759,1,3,6,5,2.23606797749979,3,10,7,High
22,Design,UI model,+UI Branding,15,3.2,3,1.2649110640673518,1,5,1.8666666666666667,2,0.5163977794943223,1,3,5.733333333333333,6,2.4043611170022654,2,10,8,High
23,Design,UI model,+View Types,15,4.4,4,0.6324555320336759,3,5,1.6,2,0.6324555320336759,1,3,6.933333333333334,8,2.5485756993344526,4,10,6,High
24,Design,UI model,Expressions,15,4.066666666666666,4,0.8837151016885368,2,5,3.3333333333333335,3,0.7237468644557459,2,5,13.6,12,4.792851820307881,8,25,17,Moderate
25,Design,UI model,IT Data Types,15,3.466666666666667,3,1.1254628677422756,1,5,3.2,3,0.7745966692414834,2,5,10.666666666666666,10,3.657998411830216,5,20,15,Moderate
26,Design,UI model,Functions,15,3.533333333333333,4,0.6399404734221844,2,4,3.6,3,0.9102589898327995,2,5,12.733333333333333,12,4.216746658379227,8,20,12,Moderate
27,Design,UI model,Model-driven Apps,15,3.8666666666666667,4,0.8338093878327919,2,5,3.4,3,0.9102589898327995,2,5,13.266666666666667,12,5.509299497429864,8,25,17,Low
28,Design,UI model,Reactive Web App,15,3.6666666666666665,3,0.816496580927726,3,5,3.533333333333333,3,0.8338093878327919,2,5,13.133333333333333,12,5.343442799579776,9,25,16,Low
29,Design,UI model,Responsive Web Design,15,3.8,4,0.7745966692414834,3,5,3.533333333333333,3,0.8338093878327919,2,5,13.6,12,5.261721608534063,9,25,16,Low
30,Design,UI model,Variables,15,3.8666666666666667,4,1.245945806357946,1,5,3.066666666666667,3,0.8837151016885368,2,5,11.066666666666666,10,3.011090610836324,5,15,10,Moderate
31,Design,Validations,+Business Rules,15,4.266666666666667,4,0.7037315505489968,3,5,2.3333333333333335,2,1.0465362369445672,1,4,9.666666666666666,10,3.866830866792722,4,16,12,Moderate
32,Design,Validations,+Lookup/Drop-down,15,4.466666666666667,5,0.6399404734221844,3,5,2.1333333333333333,2,0.990430401872025,1,4,9.4,9,4.355620342893602,4,16,12,Moderate
33,Design,Validations,Expressions,15,4,4,0.6546536707079772,3,5,3.2666666666666666,3,0.7037315505489968,2,5,13.2,12,4.427188724235731,9,25,16,Moderate
34,Design,Validations,Enumerations,15,3.1333333333333333,3,0.7432233529572065,1,4,2.8,3,0.7745966692414834,2,5,8.466666666666667,9,2.325838302531758,5,12,7,High
35,Design,Validations,JavaScript,15,2.8,3,0.8618916073713346,2,5,4.533333333333333,5,0.8338093878327919,2,5,12.266666666666667,12,3.1502078540644782,8,20,12,Moderate
36,Design,Validations,Scripts,15,2.8666666666666667,3,0.6399404734221844,2,4,4.466666666666667,5,0.7432233529572065,3,5,12.8,12,3.783422486887463,8,20,12,Moderate
37,Design,Validations,Transactions,15,3.1333333333333333,3,0.8338093878327919,2,5,3.7333333333333334,4,0.7988086367179802,2,5,11.8,12,4.813671007809796,6,25,19,Moderate
38,Design,Application logic,+Actions,15,3.933333333333333,4,0.9611501047232549,3,5,2.4,3,1.0555973258234952,1,4,8.666666666666666,9,2.690370836538197,4,12,8,High
39,Design,Application logic,+Graphical actions,15,4.133333333333334,4,0.7432233529572065,3,5,1.9333333333333333,2,0.8837151016885368,1,3,7.733333333333333,6,3.32665998663324,4,12,8,Moderate
40,Design,Application logic,+NLP,15,3.2666666666666666,3,1.162919151265879,1,5,2.4,2,0.828078671210825,1,4,7.4,8,2.6403462976338106,3,12,9,High
41,Design,Application logic,+Custom Language,15,3.533333333333333,4,1.0600988273786194,1,5,2.7333333333333334,3,1.0327955589886446,1,5,8.933333333333334,9,3.081434421700078,4,12,8,Moderate
42,Design,Application logic,+Predefined Tasks,15,4.266666666666667,4,0.5936168397046637,3,5,1.8666666666666667,2,0.7432233529572065,1,3,7.8,8,3.028436654683167,4,15,11,Moderate
43,Design,Application logic,UML,15,3.2,3,0.7745966692414834,2,5,3.6,3,0.7367883976130073,3,5,11.8,9,5.031330411957231,6,25,19,Low
44,Design,Application logic,Algorithms,15,3.1333333333333333,3,1.0600988273786194,1,5,3.3333333333333335,3,0.9759000729485332,1,5,9.8,9,3.2337505867247796,4,16,12,Moderate
45,Design,Application logic,Expressions,15,4.266666666666667,4,0.7988086367179802,3,5,2.466666666666667,3,0.7432233529572065,1,3,10.266666666666667,10,3.0347197250362035,4,15,11,Moderate
46,Design,Application logic,Control Structures,15,3.533333333333333,4,0.6399404734221844,2,4,3.066666666666667,3,0.45773770821706344,2,4,10.666666666666666,12,1.7182493859684491,8,12,4,High
47,Design,Application logic,IT Data Types,15,3.933333333333333,4,1.0327955589886446,2,5,3.2666666666666666,3,0.5936168397046637,2,4,12.6,12,3.3551665915633544,8,20,12,Moderate
48,Design,Application logic,Events,15,3.533333333333333,3,0.6399404734221844,3,5,2.933333333333333,3,0.45773770821706344,2,4,10.2,9,1.5675276256394517,8,12,4,High
49,Design,Application logic,Formulas,15,4.266666666666667,4,0.7037315505489968,3,5,3.2,3,0.9411239481143202,2,5,13.6,12,4.563832975533989,8,20,12,Moderate
50,Design,Application logic,Functions,15,3.7333333333333334,4,0.7037315505489968,3,5,3.466666666666667,3,0.990430401872025,2,5,13.333333333333334,12,5.9481890001035085,6,25,19,Low
51,Design,Application logic,Java,15,2.6,3,0.828078671210825,1,4,4.8,5,0.5606119105813882,3,5,12.4,10,4.171330722922842,5,20,15,Moderate
52,Design,Application logic,JavaScript,15,2.8666666666666667,3,0.6399404734221844,2,4,4.8,5,0.4140393356054125,4,5,13.733333333333333,15,3.305118685283408,10,20,10,Moderate
53,Design,Application logic,Microservices,15,2.8,3,0.6761234037828132,2,4,4.533333333333333,5,0.8338093878327919,3,5,12.666666666666666,10,4.011887099014389,8,20,12,Moderate
54,Design,Application logic,SQL,15,3.2666666666666666,3,0.7988086367179802,2,5,4.666666666666667,5,0.6172133998483676,3,5,15.333333333333334,15,4.715728494951256,9,25,16,Moderate
55,Design,Application logic,Variables,15,4.2,4,0.7745966692414834,3,5,3,3,0.7559289460184545,2,5,12.533333333333333,12,3.795987856872544,8,20,12,Moderate
56,Development,Workflow design and development,+BPMN Process Model,15,3.7333333333333334,4,0.9611501047232549,2,5,2.533333333333333,3,0.7432233529572065,1,4,9.066666666666666,9,2.433887738538802,5,12,7,High
57,Development,Workflow design and development,Expressions,15,4.066666666666666,4,0.5936168397046637,3,5,3.1333333333333333,3,0.9154754164341269,1,5,12.8,12,4.6475800154489,4,25,21,Moderate
58,Development,Workflow design and development,Custom Process Model,15,3.4,3,0.6324555320336759,2,4,3.533333333333333,4,0.990430401872025,1,5,11.733333333333333,12,3.390462814312833,4,20,16,Moderate
59,Development,Workflow design and development,Events,15,3.2,3,0.4140393356054125,3,4,2.7333333333333334,3,0.5936168397046637,1,3,8.733333333333333,9,2.1201976547572388,3,12,9,High
60,Development,Workflow design and development,Java API,15,2.8,3,1.01418510567422,1,5,4.733333333333333,5,0.45773770821706344,4,5,13.066666666666666,12,4.399134113934349,5,20,15,Moderate
61,Development,Workflow design and development,JavaScript,15,2.8666666666666667,3,0.7432233529572065,2,4,4.8,5,0.4140393356054125,4,5,13.733333333333333,12,3.8072612328599273,10,20,10,Moderate
62,Development,Workflow design and development,REST API,15,3,3,0.8451542547285166,1,4,4.533333333333333,5,0.6399404734221844,3,5,13.333333333333334,15,3.498298906339371,5,20,15,Moderate
63,Development,Workflow design and development,Triggers,15,3.4,3,0.7367883976130073,2,5,3.2,3,0.7745966692414834,2,5,10.533333333333333,10,2.0307165050320353,8,15,7,High
64,Development,Database design,+Business Data Types,15,4.733333333333333,5,0.45773770821706344,4,5,2.066666666666667,2,0.8837151016885368,1,4,9.866666666666667,10,4.470005859163093,4,20,16,Moderate
65,Development,Database design,+Custom Database Model,15,4.333333333333333,5,0.8997354108424374,3,5,2.7333333333333334,3,0.7988086367179802,1,4,11.8,12,4.126568965687043,4,20,16,Moderate
66,Development,Database design,+References,15,4.266666666666667,4,0.5936168397046637,3,5,2.1333333333333333,2,1.0600988273786194,1,5,8.933333333333334,9,4.113855797644045,4,20,16,Moderate
67,Development,Database design,+Slices,15,3.8,4,0.5606119105813882,3,5,2.2666666666666666,2,0.8837151016885368,1,4,8.6,8,3.6606010435446255,4,16,12,Moderate
68,Development,Database design,Actions,15,3.7333333333333334,4,0.7037315505489968,3,5,2.8,3,0.4140393356054125,2,3,10.266666666666667,10,1.533747356112131,8,12,4,High
69,Development,Database design,Expressions,15,3.6,3,0.7367883976130073,3,5,3.1333333333333333,3,0.8338093878327919,2,5,11.066666666666666,12,2.6583202716502514,6,15,9,High
70,Development,Database design,Relational Database,15,3.533333333333333,4,0.8338093878327919,2,5,4.333333333333333,5,0.816496580927726,3,5,15.133333333333333,15,4.138092498218174,9,20,11,Moderate
71,Development,Database design,Entity Diagrams,15,3.466666666666667,3,0.7432233529572065,2,5,3.2666666666666666,3,0.7037315505489968,2,5,11.266666666666667,12,3.305118685283408,6,20,14,Moderate
72,Development,Database design,Functions,15,3.2666666666666666,3,0.45773770821706344,3,4,3.8666666666666667,3,1.1254628677422756,2,5,12.466666666666667,12,3.542933946940156,8,20,12,Moderate
73,Development,Database design,SQL,15,3,3,0.9258200997725514,1,4,4.533333333333333,5,0.6399404734221844,3,5,13.533333333333333,12,4.74893471763731,5,20,15,Moderate
74,Development,Database design,IT Data Types,15,3.7333333333333334,4,1.2227992865708155,1,5,3.466666666666667,3,0.7432233529572065,2,5,12.6,12,4.548155041960892,5,20,15,Moderate
75,Development,Database design,Web API,15,2.6666666666666665,3,0.8997354108424374,1,4,4.533333333333333,5,0.5163977794943223,4,5,12.066666666666666,12,4.250490167812021,4,20,16,Moderate
76,Development,Fetching data,.NET,15,2.1333333333333333,3,0.990430401872025,1,3,4.733333333333333,5,0.7037315505489968,3,5,9.866666666666667,9,4.642454194968535,5,15,10,Moderate
77,Development,Fetching data,+Cloud-based Spreadsheets,15,3.7333333333333334,4,0.7037315505489968,2,5,2.4,2,0.9102589898327995,1,4,9.066666666666666,8,4.008324670815311,3,16,13,Moderate
78,Development,Fetching data,+GUI Queries,15,4.066666666666666,4,0.45773770821706344,3,5,2.2666666666666666,2,0.9611501047232549,1,4,9.2,8,3.858200913082973,3,16,13,Moderate
79,Development,Fetching data,+Human Language,15,3,2,1.1952286093343936,2,5,1.6666666666666667,2,0.7237468644557459,1,3,5.133333333333334,4,3.0906926331133207,2,10,8,Moderate
80,Development,Fetching data,+Integrated Data Sources,15,4.133333333333334,4,0.9154754164341269,3,5,2,2,0.8451542547285166,1,4,8.466666666666667,6,4.657814733889498,3,20,17,Moderate
81,Development,Fetching data,Cloud Services,15,2.533333333333333,3,0.5163977794943223,2,3,3.466666666666667,3,0.5163977794943223,3,4,8.6,9,1.2421180068162376,6,12,6,High
82,Development,Fetching data,Custom Query Language,15,2,2,0.8451542547285166,1,4,4,4,0.7559289460184545,3,5,7.466666666666667,8,1.9591057240729093,5,12,7,High
83,Development,Fetching data,Data Source Integration,15,2.6666666666666665,2,1.1751393027860062,1,5,3.933333333333333,4,0.7988086367179802,3,5,10.2,9,4.394802124588286,4,20,16,Moderate
84,Development,Fetching data,Formulas,15,2.933333333333333,3,1.162919151265879,1,5,2.7333333333333334,3,0.5936168397046637,2,4,7.533333333333333,8,2.133630931623591,3,12,9,High
85,Development,Fetching data,Local Storage,15,2.2666666666666666,2,0.45773770821706344,2,3,2.933333333333333,3,0.7037315505489968,2,5,6.666666666666667,6,2.0236694629405503,4,10,6,High
86,Development,Fetching data,OAuth,15,2.2,2,0.6761234037828132,1,3,4.2,4,0.7745966692414834,3,5,8.866666666666667,9,2.0307165050320353,5,12,7,High
87,Development,Fetching data,REST API,15,2.466666666666667,2,0.8338093878327919,1,4,4.2,4,0.6761234037828132,3,5,10.2,10,3.4058772731852804,5,16,11,Moderate
88,Development,Fetching data,SDK,15,2,2,0.6546536707079772,1,3,4.266666666666667,5,1.0327955589886446,2,5,8.133333333333333,9,2.2318047362958033,4,10,6,High
89,Development,Fetching data,SQL,15,2.3333333333333335,2,0.6172133998483676,1,3,4.533333333333333,5,0.6399404734221844,3,5,10.4,10,2.585674822114004,5,15,10,High
90,Development,Fetching data,URL,15,2.533333333333333,3,0.7432233529572065,1,4,2.4,2,1.0555973258234952,1,5,5.733333333333333,4,2.374467358818655,3,10,7,High
91,Development,Fetching data,Web API,15,2.466666666666667,2,0.8338093878327919,1,4,4.133333333333334,4,0.6399404734221844,3,5,10.133333333333333,9,3.8705235280194823,5,20,15,Moderate
92,Development,GUI design and development,+AI Support,15,3.2,3,1.01418510567422,2,5,2,2,0.8451542547285166,1,4,6,6,2.2677868380553634,3,10,7,High
93,Development,GUI design and development,+Business Data Types,15,4.333333333333333,4,0.6172133998483676,3,5,1.8666666666666667,2,0.8338093878327919,1,4,8.2,8,4.1952353926806065,3,20,17,Moderate
94,Development,GUI design and development,+Conditional Formatting,15,4.4,4,0.6324555320336759,3,5,1.7333333333333334,2,0.5936168397046637,1,3,7.733333333333333,8,3.2175116087406668,4,15,11,Moderate
95,Development,GUI design and development,+GUI Style Editor,15,4.533333333333333,5,0.5163977794943223,4,5,1.6666666666666667,2,0.6172133998483676,1,3,7.666666666666667,8,3.265986323710904,4,15,11,Moderate
96,Development,GUI design and development,+Templatized Formulas,15,4.4,5,0.7367883976130073,3,5,1.8666666666666667,2,0.3518657752744984,1,2,8.2,8,2.0770858707058104,4,10,6,High
97,Development,GUI design and development,+UI Branding,15,3,3,1.1952286093343936,1,5,1.8,2,0.4140393356054125,1,2,5.266666666666667,5,2.2189658681037714,2,10,8,High
98,Development,GUI design and development,+View Types,15,4.2,4,0.6761234037828132,3,5,1.7333333333333334,2,0.5936168397046637,1,3,7.133333333333334,8,2.263583337058639,4,10,6,High
99,Development,GUI design and development,+WYSIWYG,15,4.266666666666667,4,0.7037315505489968,3,5,1.5333333333333334,1,0.7432233529572065,1,3,6.2,5,2.177810171446801,4,10,6,High
100,Development,GUI design and development,CSS/SCSS,15,2.1333333333333333,2,0.6399404734221844,1,3,3.6666666666666665,4,0.7237468644557459,2,5,7.533333333333333,8,1.7674302033770737,4,10,6,High
101,Development,GUI design and development,Event Propagation,15,2.8,3,0.5606119105813882,1,3,3.6,4,0.828078671210825,2,5,9.866666666666667,9,2.6149751888106394,5,15,10,High
102,Development,GUI design and development,Responsive Web Design,15,3.466666666666667,3,0.7432233529572065,2,5,3.2,3,0.8618916073713346,1,4,10.8,12,3.051931472737505,4,16,12,Moderate
103,Development,GUI design and development,HTML,15,2.933333333333333,3,1.0327955589886446,1,5,3.533333333333333,4,0.7432233529572065,2,5,10,9,3.2513733362117265,4,16,12,Moderate
104,Development,GUI design and development,IT Data Types,15,3.933333333333333,4,1.0327955589886446,2,5,3.2,3,0.7745966692414834,1,4,12.266666666666667,12,3.8446004188930196,5,20,15,Moderate
105,Development,GUI design and development,JavaScript,15,2.533333333333333,3,0.8338093878327919,1,4,4.6,5,0.6324555320336759,3,5,11.4,12,3.480558247506528,5,16,11,Moderate
106,Development,GUI design and development,Master Detail,15,3.933333333333333,4,0.8837151016885368,3,5,2.533333333333333,2,0.8338093878327919,1,4,9.666666666666666,9,3.062834043978286,4,16,12,Moderate
107,Development,GUI design and development,Programming Functions,15,3.466666666666667,3,0.7432233529572065,2,5,3.8666666666666667,4,0.9154754164341269,2,5,13.733333333333333,12,5.522249369164534,6,25,19,Low
108,Development,GUI design and development,Scripts,15,3.1333333333333333,3,1.1254628677422756,1,5,4.066666666666666,4,0.7037315505489968,3,5,12.333333333333334,12,4.117326918327103,5,20,15,Moderate
109,Development,GUI design and development,Snippets,15,3.066666666666667,3,0.5936168397046637,2,4,3.6666666666666665,3,1.0465362369445672,2,5,11.333333333333334,9,4.2370250120079485,6,20,14,Moderate
110,Development,GUI design and development,Variables,15,4.333333333333333,5,0.816496580927726,3,5,2.8666666666666667,3,0.6399404734221844,2,4,12.333333333333334,12,3.4778208831448025,8,20,12,Moderate
111,Development,GUI design and development,XML,15,2.933333333333333,3,0.9611501047232549,1,4,3.6,4,0.9856107606091623,1,5,10.533333333333333,10,4.596064569151474,3,20,17,Moderate
112,Development,Data validation development,+Business Rules,15,4.2,5,1.1464230084422218,1,5,2.3333333333333335,2,0.8997354108424374,1,4,9.933333333333334,10,4.14843630896315,1,15,14,Moderate
113,Development,Data validation development,+Column Expressions,15,4.133333333333334,4,0.5163977794943223,3,5,2.2666666666666666,2,0.7037315505489968,1,3,9.266666666666667,10,2.6850556436550455,4,12,8,High
114,Development,Data validation development,Expressions,15,4.066666666666666,4,0.7037315505489968,3,5,2.933333333333333,3,0.25819888974716115,2,3,11.866666666666667,12,2.0307165050320353,9,15,6,High
115,Development,Data validation development,Data Fields,15,4.133333333333334,4,0.7432233529572065,3,5,2.933333333333333,3,0.7988086367179802,1,4,12.133333333333333,12,4.085980677296222,4,20,16,Moderate
116,Development,Data validation development,Domain Model,15,4.266666666666667,4,0.5936168397046637,3,5,3.3333333333333335,3,0.7237468644557459,2,5,14.4,12,4.516635916254486,8,25,17,Moderate
117,Development,Data validation development,Scripts,15,2.8,3,0.8618916073713346,1,4,3.933333333333333,4,0.7988086367179802,3,5,10.533333333333333,10,2.503331114069145,5,16,11,High
118,Development,Actions design and development,+AI Assisted Development,15,3.1333333333333333,3,0.9154754164341269,2,5,2.066666666666667,2,0.5936168397046637,1,3,6.4,6,2.613153540948451,4,12,8,High
119,Development,Actions design and development,+Automations,15,4.2,4,0.6761234037828132,3,5,2.3333333333333335,2,0.9759000729485332,1,4,9.533333333333333,10,3.700707783010987,4,16,12,Moderate
120,Development,Actions design and development,+Built-in Connectors,15,4.2,4,0.5606119105813882,3,5,1.8,2,0.5606119105813882,1,3,7.533333333333333,8,2.4746332099544617,4,12,8,High
121,Development,Actions design and development,API,15,2.8,3,0.8618916073713346,1,5,4.266666666666667,5,0.9611501047232549,2,5,11.466666666666667,12,3.113717728895491,5,15,10,Moderate
122,Development,Actions design and development,Expressions,15,4.333333333333333,4,0.7237468644557459,3,5,3.2,3,0.6761234037828132,2,4,13.933333333333334,12,4.2336520314982815,9,20,11,Moderate
123,Development,Actions design and development,Functions,15,3.8666666666666667,4,0.7432233529572065,3,5,3.4,3,0.9102589898327995,2,5,13.533333333333333,12,5.841558826529912,6,25,19,Low
124,Development,Actions design and development,Java,15,2.8666666666666667,3,0.990430401872025,1,5,4.666666666666667,5,0.6172133998483676,3,5,13.266666666666667,12,4.891197146283262,5,25,20,Moderate
125,Development,Actions design and development,JavaScript,15,2.6666666666666665,3,0.7237468644557459,2,4,4.866666666666666,5,0.3518657752744984,4,5,12.933333333333334,12,3.5750457872525745,10,20,10,Moderate
126,Development,Actions design and development,Object Model,15,2.933333333333333,3,0.7037315505489968,2,4,3.6,4,0.6324555320336759,3,5,10.333333333333334,9,2.193062655175134,8,15,7,High
127,Development,Actions design and development,Scripts,15,2.7333333333333334,3,0.8837151016885368,1,4,4,4,0.7559289460184545,3,5,10.6,10,3.089151524748688,5,16,11,Moderate
128,Development,Actions design and development,SOAP,15,2.3333333333333335,3,0.8997354108424374,1,3,4.6,5,0.6324555320336759,3,5,10.6,12,4.171330722922842,4,15,11,Moderate
129,Development,Programming,.NET,15,2.2,2,1.01418510567422,1,4,4.4,5,0.828078671210825,3,5,9.266666666666667,9,3.936399128040511,4,15,11,Moderate
130,Development,Programming,+Visual Programming,15,4.466666666666667,5,0.7432233529572065,3,5,2.4,3,0.9102589898327995,1,4,10.533333333333333,10,3.997618338580158,4,15,11,Moderate
131,Development,Programming,Expressions,15,4.4,5,0.7367883976130073,3,5,3.2666666666666666,3,0.8837151016885368,2,5,14.6,12,5.539468772880148,8,25,17,Low
132,Development,Programming,CLI,15,2.066666666666667,2,0.9611501047232549,1,4,4.133333333333334,5,1.0600988273786194,2,5,7.933333333333334,9,3.1952345468719208,4,16,12,Moderate
133,Development,Programming,IT Data Types,15,3.933333333333333,4,1.0327955589886446,2,5,3.2666666666666666,3,0.45773770821706344,3,4,12.733333333333333,12,3.4737107920301407,8,20,12,Moderate
134,Development,Programming,Eclipse,15,2.466666666666667,3,0.9154754164341269,1,3,3.8,4,0.7745966692414834,3,5,8.866666666666667,9,2.8999178970315365,4,12,8,High
135,Development,Programming,Emulators,15,2,2,0.7559289460184545,1,3,3.933333333333333,4,0.7988086367179802,3,5,7.533333333333333,8,2.416215064536938,4,12,8,High
136,Development,Programming,Entity Types,15,4.133333333333334,4,0.9154754164341269,3,5,2.933333333333333,3,0.5936168397046637,2,4,12,12,3.3806170189140663,8,20,12,Moderate
137,Development,Programming,Enumerations,15,3.7333333333333334,3,1.0997835284835873,2,5,3,3,0.9258200997725514,2,5,10.933333333333334,10,3.6735865438612025,6,15,9,Moderate
138,Development,Programming,Functions,15,3.3333333333333335,3,0.6172133998483676,3,5,3.466666666666667,3,0.9154754164341269,2,5,11.266666666666667,12,2.5485756993344526,8,16,8,High
139,Development,Programming,HTML,15,2.1333333333333333,2,0.6399404734221844,1,3,3.6,4,0.6324555320336759,3,5,7.466666666666667,8,1.8464895909600492,4,10,6,High
140,Development,Programming,SDK/IDE,15,2.066666666666667,2,0.7988086367179802,1,3,4.133333333333334,4,0.9154754164341269,3,5,8,9,2.2677868380553634,5,12,7,High
141,Development,Programming,Iteration Statements,15,3.4,3,0.9102589898327995,2,5,3,3,0.5345224838248488,2,4,10,9,2.618614682831909,6,15,9,High
142,Development,Programming,Java,15,1.9333333333333333,2,0.7988086367179802,1,3,4.6,5,0.7367883976130073,3,5,8.466666666666667,10,2.6690465570704314,5,12,7,High
143,Development,Programming,Java API,15,2.1333333333333333,2,0.9154754164341269,1,4,4.533333333333333,5,0.8338093878327919,2,5,9.066666666666666,10,2.7637104114026196,5,12,7,High
144,Development,Programming,JavaScript,15,2.066666666666667,2,0.7037315505489968,1,3,4.6,5,0.828078671210825,2,5,9.2,10,2.9081167199998794,5,15,10,High
145,Development,Programming,JSON,15,3.066666666666667,3,0.7037315505489968,2,4,3.2666666666666666,3,0.7037315505489968,2,5,9.8,9,2.3664319132398464,6,16,10,High
146,Development,Programming,Markup Language,15,2.933333333333333,3,0.7988086367179802,1,4,2.8,3,0.7745966692414834,2,5,7.733333333333333,8,1.486446705914413,5,9,4,High
147,Development,Programming,Metadata,15,3.7333333333333334,3,1.162919151265879,2,5,3.066666666666667,3,0.5936168397046637,2,4,11.4,9,4.171330722922842,6,20,14,Moderate
148,Development,Programming,Native Mobile App,15,3.1333333333333333,3,0.9154754164341269,1,4,3.7333333333333334,4,0.9611501047232549,2,5,11.4,9,4.188419408662072,5,20,15,Moderate
149,Development,Programming,node.js,15,2.8,3,0.7745966692414834,1,4,4.2,4,0.8618916073713346,3,5,11.666666666666666,10,4.253849796976628,5,20,15,Moderate
150,Development,Programming,PWA,15,2.1333333333333333,2,0.7432233529572065,1,3,4.066666666666666,4,0.8837151016885368,3,5,8.2,9,2.1111946516469904,5,12,7,High
151,Development,Programming,Query Functions,15,3.2,3,1.01418510567422,1,5,3.466666666666667,3,0.7432233529572065,3,5,10.6,12,2.7464262493023806,5,15,10,High
152,Development,Programming,Scripts,15,2.6666666666666665,3,0.7237468644557459,1,4,4.2,4,0.7745966692414834,3,5,10.866666666666667,12,2.587515815456612,5,15,10,High
153,Development,Programming,Snippets,15,2.6,3,0.9102589898327995,1,5,3.6666666666666665,3,0.816496580927726,3,5,9.4,9,3.794733192202055,4,20,16,Moderate
154,Development,Programming,TypeScript,15,2.3333333333333335,3,0.9759000729485332,1,4,4.733333333333333,5,0.45773770821706344,4,5,10.933333333333334,12,4.651676605063516,5,20,15,Moderate
155,Development,Programming,Web API,15,2.466666666666667,2,0.9154754164341269,1,5,4.4,5,0.9102589898327995,2,5,10.2,10,2.177810171446801,5,15,10,High
