expert_id,round,years_experience,lcdp_experience_count,skill_id,project_stage,project_task,skill_name,usage_label,usage,difficulty_label,difficulty,weight,source_file,final_round_source
E01_RW,1,20+,4,76,Development,Fetching data,.NET,3 - Moderate / recurring,3,5 - Very difficult,5,15,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,77,Development,Fetching data,+Cloud-based Spreadsheets,4 - Frequent / important,4,3 - Moderate,3,12,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,78,Development,Fetching data,+GUI Queries,4 - Frequent / important,4,3 - Moderate,3,12,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,79,Development,Fetching data,+Human Language,2 - Occasional / peripheral,2,1 - Very easy,1,2,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,80,Development,Fetching data,+Integrated Data Sources,3 - Moderate / recurring,3,2 - Easy,2,6,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,81,Development,Fetching data,Cloud Services,2 - Occasional / peripheral,2,4 - Difficult,4,8,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,82,Development,Fetching data,Custom Query Language,2 - Occasional / peripheral,2,4 - Difficult,4,8,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,83,Development,Fetching data,Data Source Integration,2 - Occasional / peripheral,2,5 - Very difficult,5,10,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,84,Development,Fetching data,Formulas,2 - Occasional / peripheral,2,3 - Moderate,3,6,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,85,Development,Fetching data,Local Storage,2 - Occasional / peripheral,2,3 - Moderate,3,6,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,86,Development,Fetching data,OAuth,2 - Occasional / peripheral,2,4 - Difficult,4,8,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,87,Development,Fetching data,REST API,2 - Occasional / peripheral,2,4 - Difficult,4,8,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,88,Development,Fetching data,SDK,2 - Occasional / peripheral,2,5 - Very difficult,5,10,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,89,Development,Fetching data,SQL,2 - Occasional / peripheral,2,5 - Very difficult,5,10,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,90,Development,Fetching data,URL,2 - Occasional / peripheral,2,2 - Easy,2,4,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,91,Development,Fetching data,Web API,2 - Occasional / peripheral,2,4 - Difficult,4,8,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,92,Development,GUI design and development,+AI Support,3 - Moderate / recurring,3,2 - Easy,2,6,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,93,Development,GUI design and development,+Business Data Types,4 - Frequent / important,4,2 - Easy,2,8,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,94,Development,GUI design and development,+Conditional Formatting,5 - Essential / continuous,5,2 - Easy,2,10,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,95,Development,GUI design and development,+GUI Style Editor,5 - Essential / continuous,5,2 - Easy,2,10,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,96,Development,GUI design and development,+Templatized Formulas,5 - Essential / continuous,5,2 - Easy,2,10,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,97,Development,GUI design and development,+UI Branding,2 - Occasional / peripheral,2,2 - Easy,2,4,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,98,Development,GUI design and development,+View Types,4 - Frequent / important,4,2 - Easy,2,8,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,99,Development,GUI design and development,+WYSIWYG,4 - Frequent / important,4,2 - Easy,2,8,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,100,Development,GUI design and development,CSS/SCSS,2 - Occasional / peripheral,2,4 - Difficult,4,8,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,101,Development,GUI design and development,Event Propagation,3 - Moderate / recurring,3,4 - Difficult,4,12,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,102,Development,GUI design and development,Responsive Web Design,3 - Moderate / recurring,3,4 - Difficult,4,12,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,103,Development,GUI design and development,HTML,3 - Moderate / recurring,3,4 - Difficult,4,12,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,104,Development,GUI design and development,IT Data Types,5 - Essential / continuous,5,3 - Moderate,3,15,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,105,Development,GUI design and development,JavaScript,3 - Moderate / recurring,3,5 - Very difficult,5,15,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,106,Development,GUI design and development,Master Detail,5 - Essential / continuous,5,2 - Easy,2,10,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,107,Development,GUI design and development,Programming Functions,4 - Frequent / important,4,5 - Very difficult,5,20,Expert_Survey_E01_RW.xlsx,Round 2
E01_RW,1,20+,4,108,Development,GUI design and development,Scripts,4 - Frequent / important,4,4 - Difficult,4,16,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,109,Development,GUI design and development,Snippets,3 - Moderate / recurring,3,5 - Very difficult,5,15,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,110,Development,GUI design and development,Variables,5 - Essential / continuous,5,3 - Moderate,3,15,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,111,Development,GUI design and development,XML,4 - Frequent / important,4,4 - Difficult,4,16,Expert_Survey_E01_RW.xlsx,Round 2
E01_RW,1,20+,4,112,Development,Data validation development,+Business Rules,5 - Essential / continuous,5,3 - Moderate,3,15,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,113,Development,Data validation development,+Column Expressions,4 - Frequent / important,4,3 - Moderate,3,12,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,114,Development,Data validation development,Expressions,5 - Essential / continuous,5,3 - Moderate,3,15,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,115,Development,Data validation development,Data Fields,5 - Essential / continuous,5,3 - Moderate,3,15,Expert_Survey_E01_RW.xlsx,Round 2
E01_RW,1,20+,4,116,Development,Data validation development,Domain Model,5 - Essential / continuous,5,4 - Difficult,4,20,Expert_Survey_E01_RW.xlsx,Round 2
E01_RW,1,20+,4,117,Development,Data validation development,Scripts,3 - Moderate / recurring,3,4 - Difficult,4,12,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,118,Development,Actions design and development,+AI Assisted Development,3 - Moderate / recurring,3,2 - Easy,2,6,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,119,Development,Actions design and development,+Automations,4 - Frequent / important,4,3 - Moderate,3,12,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,120,Development,Actions design and development,+Built-in Connectors,4 - Frequent / important,4,2 - Easy,2,8,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,121,Development,Actions design and development,API,3 - Moderate / recurring,3,5 - Very difficult,5,15,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,122,Development,Actions design and development,Expressions,5 - Essential / continuous,5,4 - Difficult,4,20,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,123,Development,Actions design and development,Functions,4 - Frequent / important,4,4 - Difficult,4,16,Expert_Survey_E01_RW.xlsx,Round 2
E01_RW,1,20+,4,124,Development,Actions design and development,Java,3 - Moderate / recurring,3,5 - Very difficult,5,15,Expert_Survey_E01_RW.xlsx,Round 2
E01_RW,1,20+,4,125,Development,Actions design and development,JavaScript,3 - Moderate / recurring,3,5 - Very difficult,5,15,Expert_Survey_E01_RW.xlsx,Round 2
E01_RW,1,20+,4,126,Development,Actions design and development,Object Model,3 - Moderate / recurring,3,4 - Difficult,4,12,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,127,Development,Actions design and development,Scripts,3 - Moderate / recurring,3,4 - Difficult,4,12,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,128,Development,Actions design and development,SOAP,3 - Moderate / recurring,3,5 - Very difficult,5,15,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,129,Development,Programming,.NET,3 - Moderate / recurring,3,5 - Very difficult,5,15,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,130,Development,Programming,+Visual Programming,5 - Essential / continuous,5,3 - Moderate,3,15,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,131,Development,Programming,Expressions,5 - Essential / continuous,5,4 - Difficult,4,20,Expert_Survey_E01_RW.xlsx,Round 2
E01_RW,1,20+,4,132,Development,Programming,CLI,2 - Occasional / peripheral,2,5 - Very difficult,5,10,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,133,Development,Programming,IT Data Types,5 - Essential / continuous,5,3 - Moderate,3,15,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,134,Development,Programming,Eclipse,3 - Moderate / recurring,3,4 - Difficult,4,12,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,135,Development,Programming,Emulators,2 - Occasional / peripheral,2,4 - Difficult,4,8,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,136,Development,Programming,Entity Types,5 - Essential / continuous,5,3 - Moderate,3,15,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,137,Development,Programming,Enumerations,5 - Essential / continuous,5,3 - Moderate,3,15,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,138,Development,Programming,Functions,3 - Moderate / recurring,3,4 - Difficult,4,12,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,139,Development,Programming,HTML,2 - Occasional / peripheral,2,4 - Difficult,4,8,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,140,Development,Programming,SDK/IDE,2 - Occasional / peripheral,2,5 - Very difficult,5,10,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,141,Development,Programming,Iteration Statements,4 - Frequent / important,4,3 - Moderate,3,12,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,142,Development,Programming,Java,2 - Occasional / peripheral,2,5 - Very difficult,5,10,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,143,Development,Programming,Java API,2 - Occasional / peripheral,2,5 - Very difficult,5,10,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,144,Development,Programming,JavaScript,2 - Occasional / peripheral,2,5 - Very difficult,5,10,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,145,Development,Programming,JSON,4 - Frequent / important,4,3 - Moderate,3,12,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,146,Development,Programming,Markup Language,3 - Moderate / recurring,3,3 - Moderate,3,9,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,147,Development,Programming,Metadata,5 - Essential / continuous,5,3 - Moderate,3,15,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,148,Development,Programming,Native Mobile App,4 - Frequent / important,4,4 - Difficult,4,16,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,149,Development,Programming,node.js,3 - Moderate / recurring,3,5 - Very difficult,5,15,Expert_Survey_E01_RW.xlsx,Round 2
E01_RW,1,20+,4,150,Development,Programming,PWA,2 - Occasional / peripheral,2,5 - Very difficult,5,10,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,151,Development,Programming,Query Functions,4 - Frequent / important,4,3 - Moderate,3,12,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,152,Development,Programming,Scripts,3 - Moderate / recurring,3,4 - Difficult,4,12,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,153,Development,Programming,Snippets,2 - Occasional / peripheral,2,5 - Very difficult,5,10,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,154,Development,Programming,TypeScript,3 - Moderate / recurring,3,5 - Very difficult,5,15,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,155,Development,Programming,Web API,2 - Occasional / peripheral,2,5 - Very difficult,5,10,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,156,Development,Programming,XML,4 - Frequent / important,4,3 - Moderate,3,12,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,157,Implementation,Runtime server installation,+Cloud Based Environment,5 - Essential / continuous,5,3 - Moderate,3,15,Expert_Survey_E01_RW.xlsx,Round 2
E01_RW,1,20+,4,158,Implementation,Runtime server installation,API,2 - Occasional / peripheral,2,5 - Very difficult,5,10,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,159,Implementation,Runtime server installation,Compiler Service,3 - Moderate / recurring,3,5 - Very difficult,5,15,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,160,Implementation,Runtime server installation,Database Synchronization,3 - Moderate / recurring,3,5 - Very difficult,5,15,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,161,Implementation,Runtime server installation,Deployment Controller Service,3 - Moderate / recurring,3,5 - Very difficult,5,15,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,162,Implementation,Runtime server installation,Email Server (SMTP),4 - Frequent / important,4,4 - Difficult,4,16,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,163,Implementation,Runtime server installation,File Storage,4 - Frequent / important,4,4 - Difficult,4,16,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,164,Implementation,Runtime server installation,HTTPS Server,3 - Moderate / recurring,3,5 - Very difficult,5,15,Expert_Survey_E01_RW.xlsx,Round 2
E01_RW,1,20+,4,165,Implementation,Runtime server installation,Java,3 - Moderate / recurring,3,5 - Very difficult,5,15,Expert_Survey_E01_RW.xlsx,Round 2
E01_RW,1,20+,4,166,Implementation,Runtime server installation,Load Balancing,2 - Occasional / peripheral,2,4 - Difficult,4,8,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,167,Implementation,Runtime server installation,Log Service,2 - Occasional / peripheral,2,3 - Moderate,3,6,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,168,Implementation,Runtime server installation,Mobile App,4 - Frequent / important,4,3 - Moderate,3,12,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,169,Implementation,Runtime server installation,OQL,3 - Moderate / recurring,3,4 - Difficult,4,12,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,170,Implementation,Runtime server installation,Proxy server,4 - Frequent / important,4,4 - Difficult,4,16,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,171,Implementation,Runtime server installation,Relational Database,4 - Frequent / important,4,4 - Difficult,4,16,Expert_Survey_E01_RW.xlsx,Round 2
E01_RW,1,20+,4,172,Implementation,Runtime server installation,REST API,4 - Frequent / important,4,4 - Difficult,4,16,Expert_Survey_E01_RW.xlsx,Round 1
E01_RW,1,20+,4,173,Implementation,Runtime server installation,SAML Authentication,4 - Frequent / important,4,4 - Difficult,4,16,Expert_Survey_E01_RW.xlsx,Round 2
E01_RW,1,20+,4,174,Implementation,Runtime server installation,Scheduler Service,3 - Moderate / recurring,3,4 - Difficult,4,12,Expert_Survey_E01_RW.xlsx,Round 1
