expert_a,expert_b,n_common_skills,full_answer_matches,full_similarity_pct,usage_matches,usage_similarity_pct,difficulty_matches,difficulty_similarity_pct
E03_PO,E08_JA,209,29,0.13875598086124402,84,0.4019138755980861,77,0.3684210526315789
E04_JS,E05_WD,209,29,0.13875598086124402,68,0.3253588516746411,93,0.4449760765550239
E05_WD,E13_MMA,209,29,0.13875598086124402,57,0.2727272727272727,72,0.3444976076555024
E02_AC,E04_JS,209,28,0.1339712918660287,82,0.3923444976076555,77,0.3684210526315789
E02_AC,E09_MM,209,28,0.1339712918660287,69,0.33014354066985646,74,0.35406698564593303
E03_PO,E10_MW,209,28,0.1339712918660287,72,0.3444976076555024,68,0.3253588516746411
E02_AC,E05_WD,209,27,0.1291866028708134,71,0.3397129186602871,73,0.3492822966507177
E03_PO,E15_KR,209,27,0.1291866028708134,93,0.4449760765550239,67,0.32057416267942584
E12_MK,E13_MMA,209,27,0.1291866028708134,67,0.32057416267942584,79,0.37799043062200954
E03_PO,E07_BK,209,26,0.12440191387559808,69,0.33014354066985646,77,0.3684210526315789
E03_PO,E11_SS,209,26,0.12440191387559808,76,0.36363636363636365,60,0.28708133971291866
E03_PO,E14_PMA,209,26,0.12440191387559808,88,0.42105263157894735,65,0.31100478468899523
E02_AC,E08_JA,209,25,0.11961722488038277,92,0.44019138755980863,56,0.2679425837320574
E03_PO,E09_MM,209,24,0.11483253588516747,46,0.22009569377990432,65,0.31100478468899523
E06_PM,E13_MMA,209,24,0.11483253588516747,49,0.23444976076555024,56,0.2679425837320574
E01_RW,E05_WD,209,23,0.11004784688995216,50,0.23923444976076555,91,0.4354066985645933
E02_AC,E13_MMA,209,23,0.11004784688995216,70,0.3349282296650718,49,0.23444976076555024
E05_WD,E08_JA,209,23,0.11004784688995216,53,0.2535885167464115,73,0.3492822966507177
E01_RW,E10_MW,209,22,0.10526315789473684,59,0.2822966507177033,92,0.44019138755980863
E02_AC,E07_BK,209,22,0.10526315789473684,61,0.291866028708134,69,0.33014354066985646
E04_JS,E10_MW,209,22,0.10526315789473684,60,0.28708133971291866,84,0.4019138755980861
E08_JA,E13_MMA,209,22,0.10526315789473684,63,0.3014354066985646,68,0.3253588516746411
E02_AC,E06_PM,209,21,0.10047846889952153,56,0.2679425837320574,74,0.35406698564593303
E03_PO,E05_WD,209,21,0.10047846889952153,58,0.27751196172248804,76,0.36363636363636365
E02_AC,E11_SS,209,20,0.09569377990430622,62,0.2966507177033493,62,0.2966507177033493
E02_AC,E15_KR,209,20,0.09569377990430622,62,0.2966507177033493,70,0.3349282296650718
E03_PO,E06_PM,209,20,0.09569377990430622,39,0.18660287081339713,77,0.3684210526315789
E06_PM,E08_JA,209,20,0.09569377990430622,33,0.15789473684210525,70,0.3349282296650718
E06_PM,E12_MK,209,20,0.09569377990430622,42,0.20095693779904306,61,0.291866028708134
E01_RW,E06_PM,209,19,0.09090909090909091,42,0.20095693779904306,101,0.48325358851674644
E04_JS,E06_PM,209,19,0.09090909090909091,44,0.21052631578947367,102,0.4880382775119617
E04_JS,E07_BK,209,19,0.09090909090909091,63,0.3014354066985646,74,0.35406698564593303
E05_WD,E11_SS,209,19,0.09090909090909091,47,0.22488038277511962,76,0.36363636363636365
E06_PM,E15_KR,209,19,0.09090909090909091,40,0.19138755980861244,91,0.4354066985645933
E07_BK,E14_PMA,209,19,0.09090909090909091,54,0.2583732057416268,76,0.36363636363636365
E07_BK,E15_KR,209,19,0.09090909090909091,49,0.23444976076555024,85,0.40669856459330145
E10_MW,E15_KR,209,19,0.09090909090909091,50,0.23923444976076555,82,0.3923444976076555
E11_SS,E12_MK,209,19,0.09090909090909091,62,0.2966507177033493,57,0.2727272727272727
E01_RW,E07_BK,209,18,0.0861244019138756,57,0.2727272727272727,86,0.41148325358851673
E03_PO,E13_MMA,209,18,0.0861244019138756,68,0.3253588516746411,60,0.28708133971291866
E05_WD,E15_KR,209,18,0.0861244019138756,43,0.20574162679425836,86,0.41148325358851673
E07_BK,E10_MW,209,18,0.0861244019138756,58,0.27751196172248804,72,0.3444976076555024
E09_MM,E11_SS,209,17,0.08133971291866028,41,0.19617224880382775,89,0.4258373205741627
E10_MW,E14_PMA,209,17,0.08133971291866028,46,0.22009569377990432,75,0.3588516746411483
E11_SS,E13_MMA,209,17,0.08133971291866028,63,0.3014354066985646,47,0.22488038277511962
E12_MK,E15_KR,209,16,0.07655502392344497,59,0.2822966507177033,61,0.291866028708134
E01_RW,E13_MMA,209,15,0.07177033492822966,69,0.33014354066985646,45,0.215311004784689
E06_PM,E11_SS,209,15,0.07177033492822966,43,0.20574162679425836,77,0.3684210526315789
E12_MK,E14_PMA,209,15,0.07177033492822966,64,0.3062200956937799,55,0.2631578947368421
E13_MMA,E15_KR,209,15,0.07177033492822966,65,0.31100478468899523,46,0.22009569377990432
E01_RW,E12_MK,209,14,0.06698564593301436,76,0.36363636363636365,60,0.28708133971291866
E02_AC,E14_PMA,209,14,0.06698564593301436,55,0.2631578947368421,69,0.33014354066985646
E04_JS,E13_MMA,209,14,0.06698564593301436,69,0.33014354066985646,49,0.23444976076555024
E09_MM,E14_PMA,209,14,0.06698564593301436,34,0.16267942583732056,78,0.37320574162679426
E10_MW,E11_SS,209,14,0.06698564593301436,48,0.22966507177033493,76,0.36363636363636365
E01_RW,E09_MM,209,13,0.06220095693779904,41,0.19617224880382775,100,0.4784688995215311
E04_JS,E09_MM,209,13,0.06220095693779904,44,0.21052631578947367,87,0.41626794258373206
E07_BK,E11_SS,209,13,0.06220095693779904,61,0.291866028708134,65,0.31100478468899523
E04_JS,E12_MK,209,12,0.05741626794258373,73,0.3492822966507177,58,0.27751196172248804
E06_PM,E14_PMA,209,12,0.05741626794258373,31,0.14832535885167464,79,0.37799043062200954
E08_JA,E14_PMA,209,12,0.05741626794258373,52,0.24880382775119617,62,0.2966507177033493
E05_WD,E14_PMA,209,11,0.05263157894736842,33,0.15789473684210525,79,0.37799043062200954
E08_JA,E11_SS,209,11,0.05263157894736842,51,0.24401913875598086,59,0.2822966507177033
E08_JA,E15_KR,209,11,0.05263157894736842,49,0.23444976076555024,61,0.291866028708134
E01_RW,E08_JA,209,9,0.0430622009569378,62,0.2966507177033493,68,0.3253588516746411
E04_JS,E08_JA,209,9,0.0430622009569378,60,0.28708133971291866,69,0.33014354066985646
E09_MM,E15_KR,209,9,0.0430622009569378,37,0.17703349282296652,95,0.45454545454545453
E13_MMA,E14_PMA,209,9,0.0430622009569378,58,0.27751196172248804,50,0.23923444976076555
