expert_a,expert_b,n_common_skills,full_answer_matches,full_similarity_pct,usage_matches,usage_similarity_pct,difficulty_matches,difficulty_similarity_pct
E12_MK,E13_MMA,46,8,0.17391304347826086,20,0.43478260869565216,18,0.391304347826087
E06_PM,E08_JA,46,7,0.15217391304347827,14,0.30434782608695654,16,0.34782608695652173
E07_BK,E08_JA,46,7,0.15217391304347827,14,0.30434782608695654,15,0.32608695652173914
E07_BK,E09_MM,46,7,0.15217391304347827,16,0.34782608695652173,21,0.45652173913043476
E09_MM,E12_MK,46,7,0.15217391304347827,9,0.1956521739130435,20,0.43478260869565216
E01_RW,E11_SS,46,6,0.13043478260869565,14,0.30434782608695654,25,0.5434782608695652
E02_AC,E06_PM,46,6,0.13043478260869565,16,0.34782608695652173,22,0.4782608695652174
E02_AC,E09_MM,46,6,0.13043478260869565,12,0.2608695652173913,21,0.45652173913043476
E02_AC,E11_SS,46,6,0.13043478260869565,10,0.21739130434782608,17,0.3695652173913043
E02_AC,E13_MMA,46,6,0.13043478260869565,18,0.391304347826087,16,0.34782608695652173
E03_PO,E05_WD,46,6,0.13043478260869565,14,0.30434782608695654,25,0.5434782608695652
E03_PO,E08_JA,46,6,0.13043478260869565,24,0.5217391304347826,14,0.30434782608695654
E06_PM,E13_MMA,46,6,0.13043478260869565,16,0.34782608695652173,10,0.21739130434782608
E07_BK,E10_MW,46,6,0.13043478260869565,12,0.2608695652173913,18,0.391304347826087
E08_JA,E13_MMA,46,6,0.13043478260869565,18,0.391304347826087,18,0.391304347826087
E02_AC,E07_BK,46,5,0.10869565217391304,12,0.2608695652173913,20,0.43478260869565216
E03_PO,E06_PM,46,5,0.10869565217391304,6,0.13043478260869565,26,0.5652173913043478
E03_PO,E13_MMA,46,5,0.10869565217391304,21,0.45652173913043476,13,0.2826086956521739
E04_JS,E11_SS,46,5,0.10869565217391304,13,0.2826086956521739,22,0.4782608695652174
E05_WD,E12_MK,46,5,0.10869565217391304,17,0.3695652173913043,18,0.391304347826087
E05_WD,E13_MMA,46,5,0.10869565217391304,18,0.391304347826087,11,0.2391304347826087
E06_PM,E12_MK,46,5,0.10869565217391304,13,0.2826086956521739,16,0.34782608695652173
E07_BK,E12_MK,46,5,0.10869565217391304,11,0.2391304347826087,16,0.34782608695652173
E04_JS,E06_PM,46,4,0.08695652173913043,10,0.21739130434782608,35,0.7608695652173914
E05_WD,E08_JA,46,4,0.08695652173913043,12,0.2608695652173913,17,0.3695652173913043
E07_BK,E13_MMA,46,4,0.08695652173913043,12,0.2608695652173913,18,0.391304347826087
E01_RW,E06_PM,46,3,0.06521739130434782,5,0.10869565217391304,29,0.6304347826086957
E03_PO,E11_SS,46,3,0.06521739130434782,11,0.2391304347826087,9,0.1956521739130435
E04_JS,E14_PMA,46,3,0.06521739130434782,7,0.15217391304347827,22,0.4782608695652174
E01_RW,E09_MM,46,2,0.043478260869565216,9,0.1956521739130435,24,0.5217391304347826
E02_AC,E14_PMA,46,2,0.043478260869565216,8,0.17391304347826086,17,0.3695652173913043
E03_PO,E07_BK,46,2,0.043478260869565216,9,0.1956521739130435,18,0.391304347826087
E03_PO,E09_MM,46,2,0.043478260869565216,9,0.1956521739130435,12,0.2608695652173913
E04_JS,E07_BK,46,2,0.043478260869565216,13,0.2826086956521739,15,0.32608695652173914
E04_JS,E09_MM,46,2,0.043478260869565216,10,0.21739130434782608,18,0.391304347826087
E04_JS,E12_MK,46,2,0.043478260869565216,24,0.5217391304347826,8,0.17391304347826086
E05_WD,E14_PMA,46,2,0.043478260869565216,5,0.10869565217391304,21,0.45652173913043476
E05_WD,E15_KR,46,2,0.043478260869565216,4,0.08695652173913043,20,0.43478260869565216
E06_PM,E15_KR,46,2,0.043478260869565216,2,0.043478260869565216,20,0.43478260869565216
E11_SS,E13_MMA,46,2,0.043478260869565216,9,0.1956521739130435,6,0.13043478260869565
E01_RW,E07_BK,46,1,0.021739130434782608,9,0.1956521739130435,19,0.41304347826086957
E01_RW,E10_MW,46,1,0.021739130434782608,12,0.2608695652173913,20,0.43478260869565216
E01_RW,E12_MK,46,1,0.021739130434782608,21,0.45652173913043476,8,0.17391304347826086
E01_RW,E13_MMA,46,1,0.021739130434782608,19,0.41304347826086957,5,0.10869565217391304
E02_AC,E15_KR,46,1,0.021739130434782608,6,0.13043478260869565,17,0.3695652173913043
E03_PO,E10_MW,46,1,0.021739130434782608,13,0.2826086956521739,9,0.1956521739130435
E03_PO,E15_KR,46,1,0.021739130434782608,7,0.15217391304347827,12,0.2608695652173913
E04_JS,E10_MW,46,1,0.021739130434782608,13,0.2826086956521739,16,0.34782608695652173
E04_JS,E13_MMA,46,1,0.021739130434782608,21,0.45652173913043476,7,0.15217391304347827
E04_JS,E15_KR,46,1,0.021739130434782608,7,0.15217391304347827,28,0.6086956521739131
E06_PM,E14_PMA,46,1,0.021739130434782608,2,0.043478260869565216,21,0.45652173913043476
E07_BK,E15_KR,46,1,0.021739130434782608,3,0.06521739130434782,17,0.3695652173913043
E08_JA,E14_PMA,46,1,0.021739130434782608,5,0.10869565217391304,8,0.17391304347826086
E10_MW,E15_KR,46,1,0.021739130434782608,4,0.08695652173913043,17,0.3695652173913043
E12_MK,E15_KR,46,1,0.021739130434782608,2,0.043478260869565216,8,0.17391304347826086
E01_RW,E08_JA,46,0,0.0,16,0.34782608695652173,8,0.17391304347826086
E03_PO,E14_PMA,46,0,0.0,12,0.2608695652173913,13,0.2826086956521739
E04_JS,E08_JA,46,0,0.0,19,0.41304347826086957,8,0.17391304347826086
E05_WD,E11_SS,46,0,0.0,7,0.15217391304347827,17,0.3695652173913043
E06_PM,E11_SS,46,0,0.0,4,0.08695652173913043,17,0.3695652173913043
E07_BK,E11_SS,46,0,0.0,9,0.1956521739130435,13,0.2826086956521739
E07_BK,E14_PMA,46,0,0.0,4,0.08695652173913043,18,0.391304347826087
E08_JA,E11_SS,46,0,0.0,8,0.17391304347826086,9,0.1956521739130435
E08_JA,E15_KR,46,0,0.0,4,0.08695652173913043,4,0.08695652173913043
E09_MM,E11_SS,46,0,0.0,4,0.08695652173913043,20,0.43478260869565216
E09_MM,E14_PMA,46,0,0.0,3,0.06521739130434782,21,0.45652173913043476
E09_MM,E15_KR,46,0,0.0,4,0.08695652173913043,25,0.5434782608695652
E10_MW,E11_SS,46,0,0.0,5,0.10869565217391304,17,0.3695652173913043
E10_MW,E14_PMA,46,0,0.0,4,0.08695652173913043,17,0.3695652173913043
E11_SS,E12_MK,46,0,0.0,8,0.17391304347826086,3,0.06521739130434782
E12_MK,E14_PMA,46,0,0.0,5,0.10869565217391304,6,0.13043478260869565
E13_MMA,E14_PMA,46,0,0.0,10,0.21739130434782608,9,0.1956521739130435
E13_MMA,E15_KR,46,0,0.0,13,0.2826086956521739,6,0.13043478260869565
