expert_1,expert_2,n_skills_compared,both_usage_and_difficulty_same_count,both_usage_and_difficulty_same_percent,usage_same_percent,difficulty_same_percent,cell_level_same_percent,synthetic_weight_same_percent,duplicate_flag
E08_JA,E12_MK,209,108,0.5167464114832536,0.6555023923444976,0.5406698564593302,0.5980861244019139,0.5167464114832536,
E08_JA,E13_MMA,209,22,0.10526315789473684,0.3014354066985646,0.3253588516746411,0.3133971291866029,0.11483253588516747,
E08_JA,E14_PMA,209,12,0.05741626794258373,0.24880382775119617,0.2966507177033493,0.2727272727272727,0.06220095693779904,
E08_JA,E15_KR,209,11,0.05263157894736842,0.23444976076555024,0.291866028708134,0.2631578947368421,0.07655502392344497,
E09_MM,E10_MW,209,55,0.2631578947368421,0.2631578947368421,0.69377990430622,0.4784688995215311,0.2631578947368421,
E09_MM,E11_SS,209,17,0.08133971291866028,0.19617224880382775,0.4258373205741627,0.31100478468899523,0.09090909090909091,
E09_MM,E12_MK,209,38,0.18181818181818182,0.3349282296650718,0.36363636363636365,0.3492822966507177,0.18181818181818182,
E09_MM,E13_MMA,209,27,0.1291866028708134,0.22488038277511962,0.3253588516746411,0.2751196172248804,0.1291866028708134,
E09_MM,E14_PMA,209,14,0.06698564593301436,0.16267942583732056,0.37320574162679426,0.2679425837320574,0.07655502392344497,
E09_MM,E15_KR,209,9,0.0430622009569378,0.17703349282296652,0.45454545454545453,0.3157894736842105,0.05741626794258373,
E10_MW,E11_SS,209,14,0.06698564593301436,0.22966507177033493,0.36363636363636365,0.2966507177033493,0.07177033492822966,
E10_MW,E12_MK,209,78,0.37320574162679426,0.430622009569378,0.48325358851674644,0.4569377990430622,0.37320574162679426,
E10_MW,E13_MMA,209,30,0.14354066985645933,0.2535885167464115,0.3157894736842105,0.284688995215311,0.18181818181818182,
E10_MW,E14_PMA,209,17,0.08133971291866028,0.22009569377990432,0.3588516746411483,0.2894736842105263,0.0861244019138756,
E10_MW,E15_KR,209,18,0.0861244019138756,0.23444976076555024,0.3923444976076555,0.3133971291866029,0.11004784688995216,
E11_SS,E12_MK,209,19,0.09090909090909091,0.2966507177033493,0.2727272727272727,0.284688995215311,0.10526315789473684,
E11_SS,E13_MMA,209,17,0.08133971291866028,0.3014354066985646,0.22488038277511962,0.2631578947368421,0.11961722488038277,
E11_SS,E14_PMA,209,47,0.22488038277511962,0.5119617224880383,0.4688995215311005,0.4904306220095694,0.2535885167464115,
E11_SS,E15_KR,209,65,0.31100478468899523,0.5454545454545454,0.5645933014354066,0.5550239234449761,0.3397129186602871,
E12_MK,E13_MMA,209,27,0.1291866028708134,0.32057416267942584,0.37799043062200954,0.3492822966507177,0.16267942583732056,
E12_MK,E14_PMA,209,15,0.07177033492822966,0.3062200956937799,0.2631578947368421,0.284688995215311,0.09090909090909091,
E12_MK,E15_KR,209,16,0.07655502392344497,0.2822966507177033,0.291866028708134,0.28708133971291866,0.09569377990430622,
E13_MMA,E14_PMA,209,9,0.0430622009569378,0.27751196172248804,0.23923444976076555,0.2583732057416268,0.08133971291866028,
E13_MMA,E15_KR,209,15,0.07177033492822966,0.31100478468899523,0.22009569377990432,0.26555023923444976,0.1339712918660287,
E14_PMA,E15_KR,209,71,0.3397129186602871,0.6124401913875598,0.5406698564593302,0.5765550239234449,0.3588516746411483,
