file_name,expert_id,round,years_experience_band,lcdp_experience_count,project_stage,project_task,skill_id,skill_name,usage_intensity_label,usage_intensity,difficulty_acquisition_label,difficulty_acquisition,synthetic_weight,comment
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,Database model,16,Expressions,3 - Moderate / recurring,3,5 - Very difficult,5,15,Instruction
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,Database model,17,Relational Database,2 - Occasional / peripheral,2,1 - Very easy,1,2,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,Database model,18,XML/XPath,4 - Frequent / important,4,5 - Very difficult,5,20,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,UI model,19,+App templates,3 - Moderate / recurring,3,2 - Easy,2,6,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,UI model,20,+Business Data Types,3 - Moderate / recurring,3,2 - Easy,2,6,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,UI model,21,+Screen Templates,3 - Moderate / recurring,3,2 - Easy,2,6,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,UI model,22,+UI Branding,2 - Occasional / peripheral,2,2 - Easy,2,4,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,UI model,23,+View Types,5 - Essential / continuous,5,2 - Easy,2,10,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,UI model,24,Expressions,5 - Essential / continuous,5,4 - Difficult,4,20,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,UI model,25,IT Data Types,4 - Frequent / important,4,3 - Moderate,3,12,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,UI model,26,Functions,4 - Frequent / important,4,5 - Very difficult,5,20,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,UI model,27,Model-driven Apps,5 - Essential / continuous,5,5 - Very difficult,5,25,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,UI model,28,Reactive Web App,5 - Essential / continuous,5,5 - Very difficult,5,25,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,UI model,29,Responsive Web Design,5 - Essential / continuous,5,5 - Very difficult,5,25,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,UI model,30,Variables,5 - Essential / continuous,5,3 - Moderate,3,15,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,Validations,31,+Business Rules,5 - Essential / continuous,5,3 - Moderate,3,15,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,Validations,32,+Lookup/Drop-down,5 - Essential / continuous,5,3 - Moderate,3,15,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,Validations,33,Expressions,4 - Frequent / important,4,4 - Difficult,4,16,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,Validations,34,Enumerations,4 - Frequent / important,4,3 - Moderate,3,12,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,Validations,35,JavaScript,4 - Frequent / important,4,5 - Very difficult,5,20,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,Validations,36,Scripts,4 - Frequent / important,4,4 - Difficult,4,16,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,Validations,37,Transactions,4 - Frequent / important,4,4 - Difficult,4,16,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,Application logic,38,+Actions,3 - Moderate / recurring,3,3 - Moderate,3,9,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,Application logic,39,+Graphical actions,3 - Moderate / recurring,3,2 - Easy,2,6,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,Application logic,40,+NLP,3 - Moderate / recurring,3,2 - Easy,2,6,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,Application logic,41,+Custom Language,4 - Frequent / important,4,3 - Moderate,3,12,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,Application logic,42,+Predefined Tasks,4 - Frequent / important,4,2 - Easy,2,8,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,Application logic,43,UML,4 - Frequent / important,4,4 - Difficult,4,16,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,Application logic,44,Algorithms,4 - Frequent / important,4,3 - Moderate,3,12,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,Application logic,45,Expressions,5 - Essential / continuous,5,2 - Easy,2,10,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,Application logic,46,Control Structures,4 - Frequent / important,4,3 - Moderate,3,12,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,Application logic,47,IT Data Types,5 - Essential / continuous,5,3 - Moderate,3,15,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,Application logic,48,Events,4 - Frequent / important,4,3 - Moderate,3,12,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,Application logic,49,Formulas,5 - Essential / continuous,5,4 - Difficult,4,20,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,Application logic,50,Functions,5 - Essential / continuous,5,5 - Very difficult,5,25,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,Application logic,51,Java,4 - Frequent / important,4,5 - Very difficult,5,20,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,Application logic,52,JavaScript,4 - Frequent / important,4,5 - Very difficult,5,20,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,Application logic,53,Microservices,4 - Frequent / important,4,5 - Very difficult,5,20,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,Application logic,54,SQL,4 - Frequent / important,4,5 - Very difficult,5,20,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Design,Application logic,55,Variables,5 - Essential / continuous,5,3 - Moderate,3,15,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Workflow design and development,56,+BPMN Process Model,3 - Moderate / recurring,3,3 - Moderate,3,9,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Workflow design and development,57,Expressions,4 - Frequent / important,4,4 - Difficult,4,16,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Workflow design and development,58,Custom Process Model,3 - Moderate / recurring,3,4 - Difficult,4,12,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Workflow design and development,59,Events,3 - Moderate / recurring,3,3 - Moderate,3,9,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Workflow design and development,60,Java API,4 - Frequent / important,4,5 - Very difficult,5,20,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Workflow design and development,61,JavaScript,4 - Frequent / important,4,5 - Very difficult,5,20,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Workflow design and development,62,REST API,3 - Moderate / recurring,3,5 - Very difficult,5,15,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Workflow design and development,63,Triggers,4 - Frequent / important,4,3 - Moderate,3,12,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Database design,64,+Business Data Types,5 - Essential / continuous,5,2 - Easy,2,10,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Database design,65,+Custom Database Model,5 - Essential / continuous,5,3 - Moderate,3,15,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Database design,66,+References,5 - Essential / continuous,5,2 - Easy,2,10,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Database design,67,+Slices,4 - Frequent / important,4,2 - Easy,2,8,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Database design,68,Actions,4 - Frequent / important,4,3 - Moderate,3,12,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Database design,69,Expressions,3 - Moderate / recurring,3,4 - Difficult,4,12,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Database design,70,Relational Database,4 - Frequent / important,4,5 - Very difficult,5,20,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Database design,71,Entity Diagrams,4 - Frequent / important,4,3 - Moderate,3,12,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Database design,72,Functions,3 - Moderate / recurring,3,5 - Very difficult,5,15,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Database design,73,SQL,4 - Frequent / important,4,5 - Very difficult,5,20,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Database design,74,IT Data Types,5 - Essential / continuous,5,3 - Moderate,3,15,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Database design,75,Web API,3 - Moderate / recurring,3,5 - Very difficult,5,15,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Fetching data,76,.NET,3 - Moderate / recurring,3,5 - Very difficult,5,15,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Fetching data,77,+Cloud-based Spreadsheets,4 - Frequent / important,4,3 - Moderate,3,12,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Fetching data,78,+GUI Queries,4 - Frequent / important,4,3 - Moderate,3,12,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Fetching data,79,+Human Language,2 - Occasional / peripheral,2,1 - Very easy,1,2,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Fetching data,80,+Integrated Data Sources,3 - Moderate / recurring,3,2 - Easy,2,6,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Fetching data,81,Cloud Services,2 - Occasional / peripheral,2,4 - Difficult,4,8,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Fetching data,82,Custom Query Language,2 - Occasional / peripheral,2,4 - Difficult,4,8,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Fetching data,83,Data Source Integration,2 - Occasional / peripheral,2,5 - Very difficult,5,10,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Fetching data,84,Formulas,2 - Occasional / peripheral,2,3 - Moderate,3,6,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Fetching data,85,Local Storage,2 - Occasional / peripheral,2,3 - Moderate,3,6,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Fetching data,86,OAuth,2 - Occasional / peripheral,2,4 - Difficult,4,8,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Fetching data,87,REST API,2 - Occasional / peripheral,2,4 - Difficult,4,8,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Fetching data,88,SDK,2 - Occasional / peripheral,2,5 - Very difficult,5,10,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Fetching data,89,SQL,2 - Occasional / peripheral,2,5 - Very difficult,5,10,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Fetching data,90,URL,2 - Occasional / peripheral,2,2 - Easy,2,4,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Fetching data,91,Web API,2 - Occasional / peripheral,2,4 - Difficult,4,8,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,GUI design and development,92,+AI Support,3 - Moderate / recurring,3,2 - Easy,2,6,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,GUI design and development,93,+Business Data Types,4 - Frequent / important,4,2 - Easy,2,8,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,GUI design and development,94,+Conditional Formatting,5 - Essential / continuous,5,2 - Easy,2,10,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,GUI design and development,95,+GUI Style Editor,5 - Essential / continuous,5,2 - Easy,2,10,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,GUI design and development,96,+Templatized Formulas,5 - Essential / continuous,5,2 - Easy,2,10,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,GUI design and development,97,+UI Branding,2 - Occasional / peripheral,2,2 - Easy,2,4,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,GUI design and development,98,+View Types,4 - Frequent / important,4,2 - Easy,2,8,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,GUI design and development,99,+WYSIWYG,4 - Frequent / important,4,2 - Easy,2,8,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,GUI design and development,100,CSS/SCSS,2 - Occasional / peripheral,2,4 - Difficult,4,8,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,GUI design and development,101,Event Propagation,3 - Moderate / recurring,3,4 - Difficult,4,12,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,GUI design and development,102,Responsive Web Design,3 - Moderate / recurring,3,4 - Difficult,4,12,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,GUI design and development,103,HTML,3 - Moderate / recurring,3,4 - Difficult,4,12,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,GUI design and development,104,IT Data Types,5 - Essential / continuous,5,3 - Moderate,3,15,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,GUI design and development,105,JavaScript,3 - Moderate / recurring,3,5 - Very difficult,5,15,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,GUI design and development,106,Master Detail,5 - Essential / continuous,5,2 - Easy,2,10,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,GUI design and development,107,Programming Functions,4 - Frequent / important,4,5 - Very difficult,5,20,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,GUI design and development,108,Scripts,4 - Frequent / important,4,4 - Difficult,4,16,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,GUI design and development,109,Snippets,3 - Moderate / recurring,3,5 - Very difficult,5,15,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,GUI design and development,110,Variables,5 - Essential / continuous,5,3 - Moderate,3,15,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,GUI design and development,111,XML,4 - Frequent / important,4,4 - Difficult,4,16,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Data validation development,112,+Business Rules,5 - Essential / continuous,5,3 - Moderate,3,15,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Data validation development,113,+Column Expressions,4 - Frequent / important,4,3 - Moderate,3,12,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Data validation development,114,Expressions,5 - Essential / continuous,5,3 - Moderate,3,15,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Data validation development,115,Data Fields,5 - Essential / continuous,5,3 - Moderate,3,15,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Data validation development,116,Domain Model,5 - Essential / continuous,5,4 - Difficult,4,20,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Data validation development,117,Scripts,3 - Moderate / recurring,3,4 - Difficult,4,12,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Actions design and development,118,+AI Assisted Development,3 - Moderate / recurring,3,2 - Easy,2,6,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Actions design and development,119,+Automations,4 - Frequent / important,4,3 - Moderate,3,12,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Actions design and development,120,+Built-in Connectors,4 - Frequent / important,4,2 - Easy,2,8,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Actions design and development,121,API,3 - Moderate / recurring,3,5 - Very difficult,5,15,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Actions design and development,122,Expressions,5 - Essential / continuous,5,4 - Difficult,4,20,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Actions design and development,123,Functions,5 - Essential / continuous,5,5 - Very difficult,5,25,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Actions design and development,124,Java,4 - Frequent / important,4,5 - Very difficult,5,20,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Actions design and development,125,JavaScript,4 - Frequent / important,4,5 - Very difficult,5,20,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Actions design and development,126,Object Model,3 - Moderate / recurring,3,4 - Difficult,4,12,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Actions design and development,127,Scripts,3 - Moderate / recurring,3,4 - Difficult,4,12,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Actions design and development,128,SOAP,3 - Moderate / recurring,3,5 - Very difficult,5,15,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Programming,129,.NET,3 - Moderate / recurring,3,5 - Very difficult,5,15,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Programming,130,+Visual Programming,5 - Essential / continuous,5,3 - Moderate,3,15,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Programming,131,Expressions,5 - Essential / continuous,5,4 - Difficult,4,20,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Programming,132,CLI,2 - Occasional / peripheral,2,5 - Very difficult,5,10,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Programming,133,IT Data Types,5 - Essential / continuous,5,3 - Moderate,3,15,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Programming,134,Eclipse,3 - Moderate / recurring,3,4 - Difficult,4,12,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Programming,135,Emulators,2 - Occasional / peripheral,2,4 - Difficult,4,8,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Programming,136,Entity Types,5 - Essential / continuous,5,3 - Moderate,3,15,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Programming,137,Enumerations,5 - Essential / continuous,5,3 - Moderate,3,15,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Programming,138,Functions,3 - Moderate / recurring,3,4 - Difficult,4,12,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Programming,139,HTML,2 - Occasional / peripheral,2,4 - Difficult,4,8,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Programming,140,SDK/IDE,2 - Occasional / peripheral,2,5 - Very difficult,5,10,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Programming,141,Iteration Statements,4 - Frequent / important,4,3 - Moderate,3,12,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Programming,142,Java,2 - Occasional / peripheral,2,5 - Very difficult,5,10,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Programming,143,Java API,2 - Occasional / peripheral,2,5 - Very difficult,5,10,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Programming,144,JavaScript,2 - Occasional / peripheral,2,5 - Very difficult,5,10,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Programming,145,JSON,4 - Frequent / important,4,3 - Moderate,3,12,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Programming,146,Markup Language,3 - Moderate / recurring,3,3 - Moderate,3,9,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Programming,147,Metadata,5 - Essential / continuous,5,3 - Moderate,3,15,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Programming,148,Native Mobile App,4 - Frequent / important,4,4 - Difficult,4,16,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Programming,149,node.js,3 - Moderate / recurring,3,5 - Very difficult,5,15,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Programming,150,PWA,2 - Occasional / peripheral,2,5 - Very difficult,5,10,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Programming,151,Query Functions,4 - Frequent / important,4,3 - Moderate,3,12,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Programming,152,Scripts,3 - Moderate / recurring,3,4 - Difficult,4,12,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Programming,153,Snippets,2 - Occasional / peripheral,2,5 - Very difficult,5,10,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Programming,154,TypeScript,3 - Moderate / recurring,3,5 - Very difficult,5,15,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Programming,155,Web API,2 - Occasional / peripheral,2,5 - Very difficult,5,10,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Development,Programming,156,XML,4 - Frequent / important,4,3 - Moderate,3,12,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Implementation,Runtime server installation,157,+Cloud Based Environment,5 - Essential / continuous,5,4 - Difficult,4,20,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Implementation,Runtime server installation,158,API,2 - Occasional / peripheral,2,5 - Very difficult,5,10,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Implementation,Runtime server installation,159,Compiler Service,3 - Moderate / recurring,3,5 - Very difficult,5,15,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Implementation,Runtime server installation,160,Database Synchronization,3 - Moderate / recurring,3,5 - Very difficult,5,15,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Implementation,Runtime server installation,161,Deployment Controller Service,3 - Moderate / recurring,3,5 - Very difficult,5,15,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Implementation,Runtime server installation,162,Email Server (SMTP),4 - Frequent / important,4,4 - Difficult,4,16,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Implementation,Runtime server installation,163,File Storage,4 - Frequent / important,4,4 - Difficult,4,16,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Implementation,Runtime server installation,164,HTTPS Server,4 - Frequent / important,4,5 - Very difficult,5,20,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Implementation,Runtime server installation,165,Java,4 - Frequent / important,4,5 - Very difficult,5,20,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Implementation,Runtime server installation,166,Load Balancing,2 - Occasional / peripheral,2,4 - Difficult,4,8,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Implementation,Runtime server installation,167,Log Service,2 - Occasional / peripheral,2,3 - Moderate,3,6,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Implementation,Runtime server installation,168,Mobile App,4 - Frequent / important,4,3 - Moderate,3,12,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Implementation,Runtime server installation,169,OQL,3 - Moderate / recurring,3,4 - Difficult,4,12,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Implementation,Runtime server installation,170,Proxy server,4 - Frequent / important,4,4 - Difficult,4,16,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Implementation,Runtime server installation,171,Relational Database,5 - Essential / continuous,5,5 - Very difficult,5,25,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Implementation,Runtime server installation,172,REST API,4 - Frequent / important,4,4 - Difficult,4,16,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Implementation,Runtime server installation,173,SAML Authentication,5 - Essential / continuous,5,5 - Very difficult,5,25,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Implementation,Runtime server installation,174,Scheduler Service,3 - Moderate / recurring,3,4 - Difficult,4,12,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Implementation,Runtime server installation,175,Shared Libraries,4 - Frequent / important,4,4 - Difficult,4,16,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Implementation,Runtime server installation,176,SOAP,4 - Frequent / important,4,5 - Very difficult,5,20,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Implementation,Runtime server installation,177,SSL Certificates,4 - Frequent / important,4,4 - Difficult,4,16,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Implementation,Runtime server installation,178,Swagger,3 - Moderate / recurring,3,4 - Difficult,4,12,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Implementation,Runtime server installation,179,WSDL,3 - Moderate / recurring,3,5 - Very difficult,5,15,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Implementation,Runtime server installation,180,XML/XPath,4 - Frequent / important,4,4 - Difficult,4,16,
Expert_Survey_E01_RW.xlsx,E01_RW,1,20+,4,Implementation,Database installation,181,+Embedded Database,4 - Frequent / important,4,3 - Moderate,3,12,
